, Salario medio mensual total en entidades estatales por municipios,,,,
Municipios,2017,2019,2020,2021,2022
Caimanera,760,989,"1,580","5,055","5,022"
Guantánamo,554,782,"1,133","3,791","3,874"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
